complaint_type,borough,agency,incident_zip,target
47,0,10,72,1
66,0,10,65,1
66,0,10,75,1
63,2,8,20,0
47,1,10,109,1
66,3,10,163,1
66,1,10,126,1
66,0,10,66,1
45,3,7,144,1
47,2,10,31,1
61,1,1,100,1
66,0,10,82,1
42,0,9,81,1
99,1,5,103,1
17,1,9,108,1
66,4,10,53,1
45,3,7,181,1
67,2,10,33,1
42,2,9,29,1
47,1,10,115,1
101,0,9,71,0
15,1,0,118,1
22,1,7,103,1
74,2,9,24,0
79,0,3,80,1
67,0,10,76,1
42,2,9,72,1
67,2,10,31,1
42,1,9,121,1
101,2,9,1,1
109,4,1,59,1
47,0,10,64,1
81,2,4,30,1
91,2,5,32,1
45,3,7,151,1
66,3,10,173,1
66,0,10,77,1
17,3,9,175,0
74,0,9,62,1
58,3,7,164,0
90,3,5,141,1
66,1,10,108,1
66,2,10,8,1
47,2,10,2,1
109,1,1,103,1
75,0,9,62,0
66,0,10,71,1
18,1,6,121,1
62,3,10,89,1
2,4,10,56,1
47,3,10,138,1
0,1,9,108,1
62,0,10,79,1
47,1,10,120,1
109,0,1,69,1
66,3,10,92,1
22,0,7,70,1
23,0,7,70,1
47,0,10,80,1
91,1,5,101,1
66,0,10,65,1
45,3,7,174,1
63,3,8,158,0
42,0,9,76,1
66,2,10,13,1
42,2,9,1,1
66,0,10,67,1
75,1,9,98,1
66,1,10,95,1
4,3,6,88,1
9,1,10,120,1
42,1,9,112,1
46,3,10,144,1
62,1,10,103,1
47,3,10,154,1
66,4,10,56,1
44,3,2,133,1
46,3,10,154,1
47,3,10,148,1
66,0,10,71,1
47,1,10,125,1
47,3,10,147,1
28,2,9,30,1
105,1,7,119,1
47,0,10,78,1
42,2,9,14,1
8,2,10,2,1
101,2,9,7,0
68,1,10,115,1
47,1,10,120,1
42,1,9,120,1
66,0,10,75,1
42,0,9,61,1
47,3,10,165,1
22,2,7,37,1
9,1,10,102,1
66,1,10,128,1
42,2,9,30,1
17,1,9,120,1
42,1,9,98,1
109,1,1,100,0
66,3,10,90,1
42,0,9,68,1
47,1,10,119,1
23,1,7,106,1
47,2,10,20,1
40,1,7,96,1
101,0,9,78,1
47,1,10,130,1
4,1,6,114,1
42,0,9,76,1
2,1,10,115,1
17,0,9,63,0
58,3,7,155,1
47,3,10,152,1
40,1,7,96,0
47,1,10,110,1
23,3,7,150,1
42,2,9,21,1
9,1,10,107,1
9,3,10,144,1
62,1,10,107,1
66,0,10,81,1
47,0,10,68,1
47,1,10,131,1
67,2,10,9,1
42,2,9,72,1
9,2,10,2,1
9,0,10,76,1
66,3,10,152,1
42,0,9,70,1
28,0,9,62,0
9,3,10,132,1
9,3,10,154,1
58,1,7,122,1
42,3,9,154,1
9,3,10,144,1
47,1,10,115,1
69,4,10,48,1
47,3,10,85,1
63,2,8,20,0
42,1,9,107,1
42,2,9,21,1
22,1,7,102,1
42,2,9,31,1
42,2,9,23,1
13,2,5,14,1
47,4,10,58,1
47,0,10,76,1
9,3,10,162,1
42,0,9,70,1
42,0,9,65,1
42,0,9,75,1
66,2,10,24,1
47,2,10,23,1
2,1,10,108,1
47,0,10,81,1
42,0,9,75,1
74,2,9,24,0
42,2,9,2,1
81,3,4,136,1
66,2,10,35,1
17,1,9,113,0
66,2,10,8,1
42,0,9,62,1
67,2,10,30,1
42,0,9,76,1
90,1,5,116,0
31,0,3,66,0
66,2,10,28,1
47,1,10,104,1
15,1,0,116,1
42,1,9,110,1
62,2,10,2,1
74,0,9,61,1
9,1,10,125,1
67,1,10,118,1
61,2,1,21,0
46,1,10,115,1
9,3,10,161,1
47,3,10,154,1
42,1,9,125,1
47,1,10,130,1
105,2,7,11,1
47,1,10,100,1
42,2,9,28,1
66,3,10,87,1
86,1,5,119,1
92,1,5,131,1
47,3,10,92,1
109,1,1,128,1
75,0,9,67,1
47,0,10,67,1
66,2,10,26,1
42,0,9,67,1
66,3,10,147,1
42,0,9,66,1
61,1,1,124,1
66,3,10,173,1
42,0,9,79,1
47,1,10,112,1
1,1,7,109,0
42,0,9,63,1
66,2,10,2,1
101,3,9,179,0
45,3,7,156,1
66,1,10,100,1
107,4,9,51,1
47,2,10,31,1
61,0,1,70,1
66,0,10,82,1
66,3,10,174,1
9,3,10,148,1
85,3,1,164,1
42,0,9,71,1
66,3,10,160,1
66,2,10,28,1
42,1,9,116,1
67,3,10,175,1
61,2,1,9,1
42,0,9,65,1
66,3,10,177,1
47,1,10,96,1
107,1,9,125,1
42,0,9,66,1
42,0,9,71,1
66,0,10,64,1
68,1,10,123,1
9,3,10,145,1
42,3,9,147,1
47,3,10,151,1
40,1,7,94,1
42,2,9,19,1
107,2,9,23,0
47,3,10,91,1
24,3,10,89,1
63,2,8,20,0
62,3,10,133,1
42,0,9,71,1
47,1,10,94,1
66,1,10,121,1
66,1,10,95,1
65,0,10,73,1
46,1,10,94,1
66,2,10,28,1
42,4,9,51,1
62,1,10,128,1
65,2,10,19,1
67,0,10,68,1
54,2,1,24,1
9,1,10,112,1
85,3,1,141,1
47,3,10,163,1
67,2,10,2,1
66,0,10,72,1
66,2,10,27,1
9,1,10,100,1
71,3,7,88,1
81,0,4,68,1
58,1,7,128,1
42,1,9,113,1
47,0,10,62,1
42,3,9,90,1
66,0,10,77,1
109,3,1,133,0
2,3,10,132,1
2,0,10,78,1
28,1,9,104,0
58,3,7,170,0
62,0,10,62,1
17,2,9,26,0
107,2,9,29,0
67,2,10,29,1
66,3,10,144,1
67,2,10,37,1
8,2,10,2,1
52,0,1,70,1
47,1,10,126,1
47,0,10,64,1
8,2,10,2,1
47,4,10,53,1
101,0,9,70,0
85,3,1,170,1
47,2,10,0,1
66,1,10,129,1
47,1,10,125,1
67,0,10,71,1
66,1,10,105,1
9,3,10,147,1
8,2,10,2,1
3,2,1,29,1
2,1,10,105,1
38,2,9,11,0
66,3,10,159,1
66,1,10,128,1
66,0,10,77,1
66,0,10,66,1
82,1,6,121,0
9,1,10,111,1
47,1,10,130,1
42,0,9,81,1
42,2,9,21,1
66,3,10,147,1
66,1,10,108,1
67,1,10,109,1
66,2,10,2,1
66,0,10,61,1
42,0,9,67,1
42,0,9,78,1
47,1,10,112,1
9,0,10,75,1
38,0,9,76,0
23,1,7,106,1
47,3,10,91,1
101,0,9,67,0
28,2,9,32,0
15,4,0,49,1
47,0,10,67,1
47,0,10,76,1
62,2,10,3,1
66,1,10,121,1
66,2,10,26,1
74,0,9,67,0
75,1,9,104,0
47,1,10,96,1
67,0,10,69,1
80,1,7,95,1
47,3,10,148,1
54,2,1,12,1
60,3,6,154,0
47,1,10,125,1
42,1,9,100,1
81,1,4,129,1
42,2,9,32,1
66,1,10,110,1
47,3,10,181,1
42,2,9,1,1
58,3,7,145,1
47,1,10,109,1
47,3,10,140,1
33,1,10,106,1
42,1,9,105,1
42,0,9,78,1
47,1,10,127,1
47,1,10,100,1
46,1,10,96,1
88,1,4,118,0
47,1,10,114,1
66,2,10,26,1
62,2,10,1,1
54,2,1,22,1
63,2,8,13,0
47,3,10,88,1
109,3,1,92,0
47,1,10,121,1
101,3,9,173,0
85,4,1,48,1
66,1,10,118,1
47,0,10,78,1
90,3,5,140,1
61,3,1,150,0
42,0,9,65,1
69,0,10,75,1
24,3,10,165,1
67,3,10,164,1
47,1,10,130,1
42,0,9,76,1
42,1,9,127,1
42,1,9,110,1
75,0,9,84,0
9,1,10,118,1
42,2,9,21,1
62,1,10,113,1
67,2,10,7,1
66,2,10,31,1
66,1,10,100,1
47,1,10,119,1
75,1,9,113,1
66,1,10,125,1
47,3,10,151,1
47,1,10,127,1
5,3,10,136,1
61,3,1,159,0
47,1,10,129,1
9,2,10,13,1
62,1,10,107,1
17,1,9,108,1
9,3,10,143,1
75,2,9,31,0
109,1,1,116,1
66,0,10,70,1
105,2,7,35,1
63,1,8,122,0
12,1,3,128,0
66,3,10,177,1
23,4,7,58,1
47,1,10,114,1
9,1,10,102,1
99,1,5,121,1
66,0,10,61,1
66,0,10,77,1
47,1,10,125,1
9,3,10,147,1
109,3,1,150,1
67,3,10,159,1
69,3,10,149,1
2,1,10,130,1
66,0,10,70,1
34,0,9,71,1
9,3,10,148,1
67,2,10,40,1
68,1,10,118,1
28,3,9,166,1
42,2,9,7,1
2,2,10,12,1
47,2,10,24,1
42,0,9,67,1
42,0,9,76,1
66,0,10,61,1
38,3,9,153,0
42,0,9,65,1
62,1,10,100,1
74,0,9,62,1
42,1,9,96,1
9,1,10,111,1
2,1,10,112,1
22,1,7,126,1
47,1,10,115,1
38,2,9,26,0
47,1,10,94,1
47,1,10,126,1
58,4,7,59,1
5,3,10,132,1
99,0,5,62,1
45,1,7,106,1
68,2,10,29,1
42,1,9,117,1
99,3,5,87,1
66,3,10,162,1
9,3,10,151,1
60,2,6,7,0
75,0,9,63,1
9,1,10,99,1
47,2,10,0,1
9,3,10,170,1
109,3,1,151,1
42,0,9,79,1
42,0,9,83,1
8,2,10,2,1
40,1,7,96,1
109,1,1,110,1
81,2,4,25,1
66,1,10,129,1
66,3,10,176,1
9,3,10,162,1
45,1,7,104,1
88,3,4,178,0
66,0,10,77,1
16,1,5,115,0
9,3,10,164,1
66,2,10,23,1
67,1,10,123,1
66,4,10,51,1
42,0,9,67,1
88,0,4,60,0
47,3,10,144,1
40,1,7,123,0
66,0,10,66,1
2,2,10,21,1
68,0,10,62,1
81,2,4,33,1
47,3,10,139,1
47,1,10,99,1
54,2,1,22,1
17,2,9,28,0
42,3,9,141,1
42,2,9,30,1
47,4,10,59,1
17,2,9,36,0
85,3,1,174,1
67,2,10,27,1
59,2,4,22,0
66,1,10,109,1
42,0,9,63,1
62,1,10,103,1
35,3,4,133,0
42,2,9,31,1
66,3,10,161,1
47,1,10,112,1
39,3,3,133,0
91,0,5,84,1
63,2,8,20,0
66,0,10,65,1
8,2,10,2,1
66,1,10,104,1
67,0,10,82,1
9,3,10,133,1
66,0,10,69,1
47,3,10,152,1
42,0,9,78,1
9,3,10,144,1
42,0,9,65,1
47,2,10,28,1
47,2,10,24,1
47,3,10,144,1
87,2,4,21,0
63,2,8,46,0
63,3,8,158,0
42,0,9,72,1
42,3,9,167,1
42,2,9,22,1
42,0,9,61,1
67,0,10,71,1
47,1,10,96,1
9,0,10,70,1
42,2,9,1,1
66,1,10,101,1
47,3,10,149,1
23,1,7,118,1
62,1,10,101,1
9,3,10,161,1
66,2,10,30,1
47,1,10,122,1
42,0,9,62,1
23,1,7,94,1
66,3,10,145,1
47,3,10,177,1
107,0,9,65,0
47,3,10,170,1
66,3,10,174,1
67,1,10,128,1
47,2,10,28,1
47,3,10,154,1
42,3,9,173,1
42,3,9,143,1
47,0,10,75,1
42,2,9,43,1
62,2,10,1,1
67,2,10,31,1
66,3,10,148,1
47,0,10,60,1
9,3,10,144,1
31,2,3,24,0
47,1,10,99,1
47,3,10,153,1
57,1,6,103,0
26,3,10,142,1
62,1,10,95,1
86,1,5,109,0
35,2,4,4,0
66,1,10,100,1
66,2,10,1,1
67,2,10,19,1
47,1,10,106,1
101,2,9,29,1
66,0,10,69,1
66,0,10,62,1
42,2,9,29,1
42,0,9,61,1
101,2,9,19,0
68,3,10,178,1
75,2,9,22,0
47,1,10,126,1
42,1,9,117,1
58,4,7,56,1
47,3,10,153,1
58,2,7,21,1
47,1,10,115,1
33,0,10,83,1
22,3,7,146,1
66,1,10,96,1
47,3,10,163,1
9,3,10,144,1
47,1,10,121,1
1,1,7,118,1
47,1,10,94,1
35,3,4,133,0
66,3,10,176,1
47,1,10,120,1
63,3,8,158,0
101,1,9,113,0
47,1,10,109,1
28,1,9,99,1
101,2,9,43,0
68,3,10,147,1
38,1,9,94,0
58,1,7,124,0
66,2,10,26,1
47,1,10,120,1
40,1,7,94,0
42,1,9,105,1
28,1,9,120,0
42,2,9,27,1
67,1,10,100,1
66,1,10,99,1
68,3,10,176,1
47,2,10,40,1
101,3,9,92,0
33,2,2,25,1
42,1,9,129,1
66,0,10,71,1
47,4,10,53,1
67,0,10,75,1
47,3,10,154,1
68,2,10,29,1
39,1,3,113,0
47,3,10,151,1
66,3,10,148,1
46,4,10,57,1
66,1,10,100,1
66,2,10,24,1
66,1,10,112,1
22,0,7,61,1
47,1,10,96,1
67,2,10,28,1
61,3,1,161,0
66,2,10,27,1
48,4,7,58,1
47,1,10,98,1
47,4,10,59,1
47,3,10,147,1
66,0,10,75,1
47,3,10,153,1
76,3,10,89,1
42,0,9,75,1
42,1,9,95,1
47,1,10,121,1
66,3,10,174,1
42,1,9,110,1
47,1,10,100,1
47,2,10,16,1
68,1,10,98,1
101,0,9,71,0
66,3,10,174,1
47,1,10,111,1
47,3,10,140,1
47,1,10,115,1
66,1,10,97,1
61,3,1,152,0
66,3,10,174,1
62,2,10,1,1
66,1,10,95,1
47,0,10,76,1
61,3,1,144,1
39,2,3,34,1
9,3,10,144,1
42,2,9,29,1
42,2,9,30,1
67,3,10,158,1
66,2,10,18,1
101,0,9,78,1
15,1,0,112,1
38,0,9,63,1
47,1,10,128,1
23,1,7,113,1
67,1,10,109,1
96,3,11,147,0
40,1,7,96,0
102,3,4,139,1
67,1,10,113,1
47,2,10,7,1
61,0,1,70,1
42,0,9,76,1
47,1,10,119,1
33,2,10,2,1
66,0,10,65,1
101,0,9,60,0
2,3,10,164,1
47,2,10,14,1
47,3,10,132,1
8,2,10,2,1
66,0,10,70,1
42,0,9,64,1
105,2,7,3,1
47,1,10,100,1
63,2,8,13,0
12,1,3,100,0
90,1,5,129,0
67,0,10,75,1
66,3,10,174,1
22,3,7,144,1
39,1,3,98,1
67,2,10,1,1
42,0,9,76,1
66,1,10,131,1
63,2,8,13,0
9,4,10,49,1
42,2,9,14,1
6,2,1,30,1
62,1,10,128,1
42,2,9,27,1
47,3,10,139,1
75,0,9,61,0
22,0,7,71,1
28,0,9,63,0
62,1,10,103,1
67,2,10,31,1
62,1,10,99,1
42,2,9,21,1
66,2,10,31,1
8,2,10,2,1
40,1,7,96,0
66,1,10,118,1
66,2,10,20,1
28,0,9,64,1
42,0,9,76,1
47,1,10,102,1
47,3,10,152,1
20,0,7,76,1
101,4,9,51,1
42,0,9,64,1
39,1,3,96,1
17,1,9,129,0
47,1,10,115,1
17,0,9,62,0
42,0,9,65,1
46,4,10,50,1
67,1,10,109,1
65,0,10,73,1
66,3,10,153,1
66,0,10,65,1
9,3,10,146,1
56,2,11,0,0
66,0,10,66,1
9,1,10,126,1
47,3,10,132,1
42,3,9,90,1
47,1,10,106,1
18,1,6,121,1
47,3,10,137,1
20,3,7,175,1
47,1,10,111,1
66,3,10,179,1
47,3,10,149,1
26,3,10,141,1
66,0,10,72,1
47,3,10,140,1
9,1,10,96,1
9,0,10,67,1
62,2,10,24,1
9,1,10,130,1
47,2,10,30,1
47,3,10,87,1
42,0,9,76,1
47,4,10,58,1
47,4,10,58,1
42,1,9,109,1
9,4,10,48,1
42,2,9,28,1
66,2,10,28,1
70,1,4,111,0
63,2,8,20,0
42,2,9,29,1
9,4,10,51,1
62,2,10,2,1
66,1,10,121,1
47,1,10,106,1
47,0,10,61,1
42,1,9,104,1
47,1,10,103,1
47,2,10,40,1
35,1,4,103,0
99,1,5,109,1
17,3,9,144,0
40,1,7,123,0
54,1,1,107,1
47,3,10,154,1
66,2,10,23,1
42,2,9,29,1
47,3,10,151,1
66,1,10,98,1
47,3,10,148,1
47,1,10,106,1
42,0,9,71,1
62,0,10,81,1
47,4,10,58,1
66,1,10,128,1
47,1,10,94,1
34,2,9,6,0
66,3,10,165,1
73,1,6,128,0
60,2,6,24,0
42,1,9,129,1
8,2,10,2,1
47,4,10,56,1
66,3,10,174,1
42,4,9,49,1
67,1,10,121,1
47,3,10,145,1
4,2,6,22,1
43,3,1,154,1
42,1,9,114,1
71,1,7,112,1
66,0,10,60,1
66,3,10,147,1
58,1,7,96,1
27,1,7,107,1
47,3,10,176,1
42,2,9,28,1
81,1,4,108,1
26,3,10,142,1
66,1,10,112,1
9,1,10,113,1
34,4,9,51,1
61,2,1,2,1
23,3,7,177,1
42,0,9,76,1
42,2,9,27,1
89,2,3,9,0
67,2,10,29,1
40,1,7,110,1
47,4,10,51,1
34,2,9,26,0
62,0,10,61,1
101,1,9,99,0
67,2,10,37,1
23,0,7,66,1
62,2,10,1,1
2,1,10,125,1
47,0,10,76,1
107,1,9,104,0
47,1,10,100,1
42,0,9,77,1
67,2,10,26,1
42,0,9,71,1
66,4,10,59,1
42,0,9,65,1
47,1,10,112,1
40,1,7,96,0
90,3,5,162,1
9,1,10,126,1
17,1,9,94,0
9,1,10,121,1
9,3,10,140,1
42,0,9,62,1
35,3,4,92,0
42,3,9,92,1
42,0,9,69,1
47,1,10,115,1
9,3,10,145,1
42,0,9,72,1
67,4,10,54,1
42,0,9,72,1
63,2,8,20,0
66,2,10,28,1
81,1,4,97,1
40,1,7,123,0
9,1,10,120,1
67,1,10,129,1
47,0,10,72,1
83,3,9,154,1
42,2,9,28,1
42,2,9,30,1
62,3,10,154,1
66,3,10,144,1
9,1,10,121,1
42,0,9,80,1
47,1,10,121,1
47,3,10,165,1
67,2,10,31,1
67,2,10,10,1
42,4,9,51,1
58,3,7,178,0
42,3,9,143,1
86,1,5,120,0
42,2,9,9,1
63,2,8,13,0
81,0,4,80,1
47,1,10,112,1
109,3,1,132,1
66,3,10,177,1
20,3,7,150,1
66,3,10,154,1
107,2,9,37,0
62,1,10,95,1
9,3,10,149,1
58,1,7,114,1
9,3,10,132,1
47,3,10,157,1
101,2,9,30,1
47,3,10,165,1
23,1,7,98,1
46,1,10,115,1
47,3,10,91,1
85,1,1,115,1
62,0,10,61,1
8,2,10,2,1
67,0,10,72,1
22,0,7,75,1
37,1,11,109,0
47,3,10,159,1
66,2,10,36,1
66,3,10,177,1
63,2,8,22,0
42,1,9,121,1
9,1,10,131,1
47,1,10,124,1
74,3,9,179,1
61,0,1,72,1
9,2,10,9,1
35,2,4,16,0
101,1,9,128,1
17,0,9,67,0
67,3,10,133,1
47,1,10,115,1
42,4,9,51,1
61,2,1,25,0
47,1,10,130,1
62,2,10,1,1
47,2,10,25,1
4,1,6,123,1
62,3,10,148,1
42,0,9,77,1
9,1,10,127,1
12,3,3,161,1
71,3,7,145,1
62,1,10,103,1
58,1,7,124,1
47,3,10,153,1
67,0,10,69,1
86,1,5,126,0
42,2,9,30,1
66,3,10,177,1
9,0,10,76,1
42,0,9,64,1
9,3,10,160,1
42,0,9,65,1
47,2,10,21,1
74,2,9,22,1
66,2,10,29,1
63,2,8,20,0
42,3,9,133,1
47,1,10,128,1
47,3,10,135,1
105,2,7,6,1
47,1,10,99,1
42,2,9,32,1
9,3,10,147,1
59,2,4,22,0
69,2,10,16,1
9,3,10,154,1
68,3,10,176,1
39,2,3,22,1
8,2,10,2,1
40,2,7,40,0
61,1,1,110,1
75,2,9,26,0
42,0,9,67,1
42,3,9,148,1
47,3,10,154,1
9,1,10,124,1
47,1,10,112,1
42,3,9,148,1
71,3,7,134,1
20,4,7,50,1
66,3,10,157,1
9,1,10,100,1
9,0,10,64,1
9,3,10,87,1
65,3,10,150,1
47,1,10,130,1
66,0,10,77,1
66,2,10,36,1
66,1,10,104,1
9,1,10,120,1
75,2,9,22,1
9,1,10,126,1
80,2,7,43,1
2,0,10,79,1
47,3,10,163,1
66,0,10,82,1
8,1,10,118,1
47,3,10,174,1
67,2,10,16,1
39,1,3,121,1
66,2,10,36,1
47,1,10,113,1
17,2,9,32,0
23,0,7,60,1
47,3,10,147,1
61,3,1,149,0
68,1,10,128,1
47,3,10,154,1
93,2,5,39,0
101,3,9,89,1
68,2,10,24,1
66,0,10,66,1
42,2,9,36,1
40,1,7,96,1
45,1,7,107,1
42,0,9,76,1
47,3,10,170,1
61,3,1,154,0
66,3,10,92,1
107,1,9,113,0
47,2,10,21,1
42,2,9,30,1
22,0,7,71,1
66,2,10,29,1
101,4,9,51,1
47,0,10,75,1
66,0,10,72,1
66,2,10,2,1
16,0,5,80,0
47,1,10,96,1
9,1,10,96,1
66,1,10,118,1
42,1,9,118,1
103,3,4,150,1
66,1,10,96,1
42,4,9,51,1
47,3,10,132,1
47,0,10,72,1
67,0,10,72,1
66,1,10,100,1
42,1,9,104,1
40,1,7,110,1
66,3,10,149,1
75,0,9,66,0
66,3,10,91,1
17,0,9,66,0
66,0,10,76,1
61,3,1,154,1
9,1,10,126,1
47,3,10,140,1
9,1,10,115,1
66,1,10,94,1
47,3,10,154,1
47,2,10,2,1
65,0,10,73,1
66,0,10,63,1
57,1,6,114,1
62,1,10,120,1
66,3,10,151,1
68,1,10,120,1
66,0,10,62,1
63,2,8,20,0
8,2,10,2,1
66,2,10,32,1
9,1,10,111,1
62,3,10,148,1
42,0,9,79,1
47,2,10,2,1
47,1,10,113,1
69,3,10,149,1
67,2,10,35,1
47,3,10,147,1
35,1,4,94,0
42,2,9,29,1
47,2,10,40,1
42,0,9,62,1
47,2,10,22,1
40,1,7,96,0
46,3,10,146,1
66,0,10,75,1
47,1,10,94,1
23,2,7,22,1
47,2,10,34,1
75,3,9,173,0
47,3,10,85,1
33,2,10,1,1
62,1,10,113,1
66,0,10,65,1
63,2,8,20,0
86,1,5,101,1
42,0,9,68,1
47,0,10,81,1
42,1,9,99,1
42,2,9,32,1
47,0,10,75,1
66,3,10,163,1
47,0,10,67,1
54,1,1,97,1
67,2,10,13,1
47,2,10,1,1
2,1,10,130,1
46,0,10,77,1
66,1,10,99,1
63,2,8,13,0
62,1,10,114,1
9,0,10,77,1
20,3,7,145,1
9,0,10,77,1
47,1,10,130,1
42,1,9,118,1
37,1,11,131,0
42,1,9,99,1
67,2,10,10,1
66,4,10,56,1
66,1,10,128,1
59,2,4,22,0
63,2,8,20,0
13,0,5,61,1
33,2,10,34,1
63,2,8,20,0
42,0,9,82,1
47,3,10,132,1
9,1,10,112,1
15,0,0,64,1
9,0,10,78,1
39,1,3,120,0
109,0,1,81,0
67,2,10,10,1
47,2,10,43,1
67,0,10,68,1
47,2,10,37,1
66,1,10,94,1
101,3,9,179,1
47,2,10,16,1
3,4,1,55,1
22,0,7,78,1
22,0,7,76,1
12,3,3,138,0
63,3,8,158,0
107,1,9,124,0
42,0,9,71,1
67,2,10,31,1
47,0,10,74,1
55,1,7,129,1
66,2,10,30,1
47,1,10,129,1
55,2,7,31,1
0,1,9,99,0
9,3,10,165,1
62,2,10,1,1
42,0,9,77,1
47,0,10,81,1
47,1,10,126,1
66,0,10,71,1
42,0,9,77,1
9,1,10,95,1
47,3,10,147,1
0,0,9,77,1
9,1,10,105,1
67,1,10,120,1
67,1,10,109,1
42,0,9,82,1
22,4,7,56,1
66,3,10,163,1
47,3,10,152,1
90,1,5,117,1
47,3,10,147,1
42,3,9,147,1
62,1,10,103,1
83,0,9,77,0
42,3,9,143,1
66,1,10,125,1
42,1,9,110,1
42,1,9,118,1
42,0,9,60,1
28,0,9,78,1
47,4,10,57,1
63,2,8,20,0
47,1,10,126,1
83,3,9,144,1
9,1,10,121,1
66,2,10,36,1
101,0,9,67,0
47,3,10,154,1
58,4,7,59,1
47,0,10,75,1
8,2,10,2,1
109,1,1,114,1
33,2,2,13,1
15,2,0,13,0
8,2,10,2,1
47,2,10,33,1
45,1,7,114,1
66,4,10,53,1
42,3,9,176,1
66,2,10,24,1
96,2,11,13,0
75,0,9,65,1
15,2,0,31,0
58,2,7,25,1
9,0,10,82,1
42,0,9,65,1
47,3,10,176,1
47,0,10,61,1
67,2,10,21,1
71,3,7,134,1
42,1,9,109,1
47,0,10,82,1
47,2,10,21,1
67,4,10,54,1
47,1,10,94,1
81,4,4,54,1
47,1,10,106,1
22,1,7,106,1
62,1,10,128,1
47,3,10,170,1
59,1,4,128,0
8,2,10,2,1
47,3,10,140,1
66,1,10,118,1
66,0,10,66,1
66,1,10,99,1
47,3,10,161,1
47,0,10,67,1
66,3,10,174,1
90,1,5,118,1
66,1,10,99,1
42,2,9,29,1
47,1,10,127,1
47,1,10,102,1
47,0,10,71,1
66,1,10,99,1
9,3,10,160,1
63,2,8,20,0
2,3,10,134,1
9,1,10,127,1
47,3,10,148,1
24,0,10,78,1
63,2,8,13,0
66,2,10,2,1
62,3,10,154,1
58,1,7,118,1
75,0,9,77,0
9,1,10,111,1
42,2,9,22,1
40,1,7,96,0
39,1,3,121,0
47,3,10,154,1
66,3,10,146,1
62,2,10,23,1
47,3,10,167,1
62,1,10,122,1
66,0,10,80,1
9,1,10,98,1
66,3,10,173,1
75,2,9,34,0
47,0,10,62,1
71,3,7,154,1
66,1,10,102,1
66,2,10,26,1
66,2,10,32,1
90,2,5,20,1
69,1,10,115,1
42,1,9,118,1
42,1,9,96,1
63,2,8,20,0
66,4,10,49,1
42,1,9,100,1
87,3,4,140,0
22,3,7,177,1
65,0,10,73,1
61,2,1,32,1
47,1,10,131,1
62,2,10,37,1
66,2,10,1,1
42,0,9,67,1
109,3,1,146,1
42,0,9,76,1
67,2,10,30,1
63,2,8,20,0
109,0,1,68,1
47,4,10,56,1
42,2,9,28,1
69,1,10,124,1
47,3,10,163,1
42,3,9,153,1
2,1,10,130,1
66,1,10,108,1
47,1,10,126,1
47,1,10,112,1
45,1,7,119,1
42,0,9,71,1
66,3,10,92,1
9,3,10,160,1
8,2,10,2,1
66,2,10,37,1
47,1,10,96,1
67,1,10,125,1
63,2,8,30,0
66,2,10,20,1
67,0,10,72,1
66,1,10,119,1
42,2,9,27,1
2,0,10,70,1
90,1,5,114,1
91,0,5,66,1
71,2,7,33,1
46,2,10,18,1
66,2,10,21,1
66,1,10,124,1
62,2,10,39,1
66,2,10,28,1
42,1,9,100,1
47,1,10,95,1
9,3,10,175,1
42,1,9,100,1
9,1,10,130,1
66,3,10,176,1
47,3,10,147,1
47,1,10,119,1
46,4,10,51,1
63,2,8,20,0
67,0,10,66,1
47,1,10,112,1
42,1,9,124,1
29,0,9,72,1
66,3,10,177,1
42,1,9,100,1
62,2,10,20,1
74,0,9,62,1
47,0,10,74,1
74,1,9,118,1
66,1,10,124,1
9,3,10,148,1
47,4,10,49,1
47,2,10,22,1
47,3,10,152,1
9,0,10,76,1
104,3,10,144,1
62,1,10,100,1
66,3,10,176,1
66,2,10,20,1
40,1,7,96,0
47,2,10,2,1
22,3,7,181,1
66,0,10,74,1
66,1,10,100,1
63,2,8,20,0
17,0,9,61,1
107,2,9,29,0
66,3,10,177,1
47,1,10,101,1
42,0,9,62,1
33,3,10,144,1
9,3,10,136,1
42,2,9,21,1
63,2,8,20,0
63,2,8,20,0
9,3,10,136,1
9,1,10,115,1
75,2,9,22,0
9,3,10,141,1
74,3,9,179,1
42,0,9,77,1
91,3,5,135,0
47,2,10,20,1
79,1,3,129,1
9,0,10,82,1
81,2,4,25,1
85,1,1,113,1
101,0,9,67,0
47,1,10,114,1
47,3,10,175,1
42,2,9,28,1
66,3,10,149,1
47,1,10,94,1
9,1,10,109,1
42,1,9,118,1
47,1,10,96,1
71,3,7,138,1
47,1,10,115,1
42,2,9,23,1
66,0,10,70,1
66,0,10,72,1
9,1,10,104,1
66,3,10,175,1
74,2,9,36,0
101,4,9,51,1
47,0,10,71,1
8,2,10,2,1
42,2,9,35,1
67,2,10,22,1
2,1,10,130,1
66,2,10,24,1
35,2,4,10,0
42,3,9,141,1
9,3,10,148,1
66,0,10,65,1
79,1,3,114,1
42,0,9,67,1
9,2,10,7,1
9,3,10,144,1
47,1,10,101,1
37,2,11,8,0
42,2,9,37,1
105,3,7,154,1
42,0,9,60,1
101,1,9,99,0
42,1,9,110,1
42,2,9,20,1
42,2,9,30,1
10,2,3,30,1
47,1,10,126,1
38,0,9,60,1
42,1,9,121,1
96,2,11,1,0
42,3,9,167,1
47,2,10,0,1
35,3,4,173,0
47,0,10,81,1
2,1,10,130,1
54,0,1,78,1
66,2,10,27,1
