complaint_type,borough,agency,incident_zip,target
9,1,10,118,1
62,0,10,65,1
2,3,10,176,1
63,2,8,20,0
85,0,1,71,1
61,0,1,70,1
50,2,4,9,1
99,0,5,65,1
47,1,10,101,1
9,0,10,69,1
38,2,9,28,0
33,3,10,176,1
9,3,10,161,1
75,1,9,101,0
62,1,10,128,1
83,3,9,144,1
31,0,3,77,0
66,1,10,120,1
45,1,7,117,0
66,0,10,76,1
34,0,9,81,1
35,3,4,168,0
62,1,10,103,1
71,3,7,174,1
42,3,9,178,1
47,0,10,75,1
66,2,10,2,1
66,3,10,152,1
87,1,4,99,0
42,0,9,77,1
66,1,10,103,1
47,3,10,152,1
66,0,10,66,1
90,3,5,166,1
65,2,10,25,1
66,2,10,29,1
8,2,10,2,1
66,0,10,75,1
17,1,9,105,0
9,3,10,146,1
9,1,10,112,1
9,0,10,70,1
42,0,9,76,1
26,3,10,173,1
28,1,9,124,0
47,0,10,72,1
63,2,8,20,0
66,2,10,23,1
66,2,10,36,1
66,3,10,173,1
34,1,9,103,0
42,0,9,62,1
61,2,1,31,1
60,1,6,94,0
42,2,9,24,1
66,1,10,101,1
47,0,10,76,1
81,0,4,62,1
9,3,10,133,1
47,1,10,94,1
42,0,9,67,1
9,1,10,115,1
9,1,10,113,1
9,3,10,154,1
9,3,10,148,1
66,0,10,77,1
62,3,10,144,1
47,0,10,76,1
47,1,10,115,1
47,1,10,112,1
9,2,10,20,1
101,1,9,118,1
66,0,10,66,1
42,0,9,66,1
66,3,10,163,1
63,2,8,20,0
9,0,10,76,1
47,3,10,87,1
66,0,10,75,1
42,0,9,60,1
9,0,10,76,1
99,2,5,12,1
42,1,9,124,1
47,3,10,148,1
86,0,5,80,1
67,1,10,121,1
66,2,10,10,1
47,0,10,65,1
42,1,9,124,1
2,4,10,59,1
45,0,7,75,1
67,1,10,128,1
2,4,10,56,1
62,1,10,108,1
66,2,10,20,1
66,3,10,164,1
63,2,8,46,0
66,0,10,67,1
66,3,10,147,1
2,3,10,87,1
66,1,10,127,1
83,0,9,78,1
67,2,10,30,1
60,3,6,91,0
62,0,10,67,1
47,3,10,88,1
42,3,9,176,1
10,1,3,99,1
81,1,4,114,1
23,3,7,161,1
47,1,10,128,1
69,2,10,1,1
66,0,10,60,1
66,1,10,118,1
45,2,7,9,1
32,1,3,111,0
42,0,9,76,1
90,3,5,135,0
40,1,7,126,0
61,2,1,18,1
47,3,10,91,1
8,2,10,2,1
63,2,8,46,0
61,2,1,11,1
99,2,5,26,1
101,3,9,159,0
47,1,10,121,1
45,2,7,2,1
66,3,10,89,1
101,0,9,75,0
2,3,10,154,1
66,0,10,72,1
9,3,10,163,1
0,2,9,24,0
9,3,10,146,1
66,0,10,66,1
8,2,10,2,1
66,0,10,69,1
42,1,9,103,1
95,0,7,66,0
58,3,7,174,1
23,1,7,114,1
42,1,9,110,1
47,1,10,100,1
47,0,10,77,1
60,4,6,49,0
80,2,7,12,1
47,3,10,164,1
66,2,10,26,1
47,1,10,100,1
86,1,5,113,1
66,2,10,31,1
68,4,10,54,1
66,4,10,59,1
67,2,10,8,1
66,1,10,98,1
42,1,9,126,1
99,0,5,69,0
69,2,10,16,1
47,0,10,67,1
66,2,10,28,1
66,2,10,28,1
66,1,10,121,1
47,3,10,163,1
90,4,5,59,1
15,1,0,117,1
62,1,10,128,1
66,0,10,66,1
68,0,10,70,1
47,0,10,61,1
9,0,10,68,1
39,3,3,86,0
8,1,10,118,1
22,3,7,148,1
42,1,9,118,1
47,3,10,160,1
9,3,10,174,1
71,1,7,94,1
34,1,9,99,0
2,1,10,125,1
47,1,10,108,1
2,1,10,130,1
22,1,7,112,1
9,2,10,22,1
47,1,10,97,1
13,0,5,82,1
76,1,10,126,1
9,3,10,169,1
66,1,10,125,1
47,2,10,25,1
66,0,10,77,1
67,0,10,65,1
22,0,7,79,1
8,2,10,2,1
62,3,10,148,1
62,2,10,1,1
67,1,10,119,1
9,1,10,111,1
47,1,10,106,1
47,1,10,96,1
42,3,9,143,1
91,0,5,69,1
109,1,1,100,1
58,1,7,107,1
37,3,11,149,0
67,1,10,118,1
47,1,10,109,1
80,3,7,176,1
66,1,10,129,1
2,1,10,130,1
2,1,10,130,1
86,1,5,112,1
66,1,10,124,1
47,4,10,59,1
3,2,1,22,1
42,0,9,66,1
66,0,10,70,1
9,3,10,163,1
67,3,10,147,1
101,1,9,109,0
66,0,10,65,1
66,0,10,72,1
66,0,10,82,1
47,3,10,170,1
15,4,0,51,0
75,1,9,100,1
47,1,10,94,1
107,2,9,21,0
47,1,10,121,1
42,0,9,76,1
47,1,10,112,1
42,1,9,124,1
66,3,10,88,1
42,1,9,117,1
58,1,7,102,1
45,3,7,141,1
47,1,10,118,1
62,1,10,103,1
109,3,1,158,1
9,4,10,54,1
9,3,10,144,1
47,1,10,106,1
66,2,10,28,1
22,0,7,62,1
47,1,10,97,1
99,1,5,109,1
66,2,10,27,1
9,2,10,31,1
68,0,10,78,1
47,3,10,147,1
42,0,9,69,1
107,2,9,37,0
42,2,9,27,1
34,0,9,64,0
47,3,10,92,1
62,2,10,11,1
109,3,1,179,1
9,1,10,125,1
66,0,10,76,1
23,1,7,108,1
62,3,10,147,1
9,0,10,65,1
66,1,10,117,1
62,1,10,103,1
24,3,10,147,1
66,1,10,102,1
63,2,8,13,0
91,3,5,157,1
47,0,10,71,1
42,3,9,88,1
2,4,10,56,1
75,0,9,76,1
62,1,10,121,1
75,1,9,98,1
69,3,10,149,1
67,3,10,147,1
13,2,5,13,0
67,3,10,150,1
42,0,9,61,1
47,0,10,74,1
72,1,5,101,1
40,3,7,149,0
66,0,10,71,1
66,2,10,24,1
42,2,9,24,1
9,1,10,119,1
47,1,10,125,1
62,1,10,126,1
47,1,10,102,1
74,0,9,71,0
66,3,10,148,1
47,0,10,75,1
66,1,10,100,1
90,3,5,141,1
47,3,10,146,1
109,1,1,99,1
47,0,10,65,1
42,1,9,108,1
8,2,10,2,1
15,1,0,112,1
63,2,8,20,0
62,1,10,104,1
62,1,10,108,1
2,1,10,130,1
66,1,10,99,1
47,2,10,39,1
42,0,9,69,1
66,2,10,21,1
47,2,10,10,1
47,1,10,115,1
67,1,10,120,1
67,2,10,29,1
42,0,9,62,1
9,1,10,126,1
47,0,10,62,1
47,3,10,151,1
60,2,6,28,0
47,3,10,158,1
47,2,10,1,1
9,3,10,160,1
105,2,7,17,1
8,2,10,2,1
66,0,10,70,1
47,2,10,43,1
60,1,6,117,0
42,0,9,72,1
47,1,10,128,1
47,1,10,115,1
62,1,10,103,1
68,1,10,126,1
57,1,6,124,0
47,3,10,148,1
9,0,10,74,1
83,1,9,99,0
99,4,5,58,1
66,1,10,99,1
68,0,10,63,1
45,2,7,1,0
42,1,9,124,1
75,2,9,31,0
39,2,3,26,1
66,3,10,177,1
66,2,10,25,1
101,1,9,98,1
66,0,10,69,1
42,1,9,95,1
47,1,10,97,1
31,1,3,115,0
66,0,10,77,1
47,0,10,81,1
47,4,10,56,1
101,2,9,28,0
74,2,9,21,0
79,2,3,18,1
66,3,10,174,1
62,2,10,7,1
47,3,10,162,1
9,3,10,144,1
42,0,9,66,1
66,0,10,73,1
86,1,5,121,0
40,1,7,96,0
66,2,10,28,1
35,1,4,109,0
42,2,9,21,1
42,2,9,37,1
66,3,10,158,1
66,3,10,177,1
66,2,10,29,1
61,1,1,110,1
8,2,10,2,1
80,3,7,89,1
47,1,10,96,1
75,3,9,148,0
42,0,9,69,1
42,3,9,173,1
63,2,8,20,0
85,2,1,24,1
42,0,9,66,1
9,3,10,159,1
62,1,10,122,1
47,3,10,139,1
66,3,10,133,1
67,1,10,103,1
9,1,10,124,1
47,1,10,125,1
9,1,10,128,1
37,1,11,131,0
81,2,4,36,1
47,1,10,126,1
47,1,10,100,1
67,3,10,144,1
23,3,7,180,1
101,2,9,32,0
42,0,9,71,1
91,4,5,55,1
66,3,10,178,1
68,3,10,151,1
2,1,10,120,1
61,4,1,50,1
9,0,10,62,1
42,4,9,49,1
67,2,10,31,1
54,3,1,132,1
47,0,10,67,1
47,1,10,107,1
67,0,10,71,1
40,1,7,96,1
66,1,10,113,1
63,2,8,20,0
66,1,10,117,1
47,3,10,90,1
15,2,0,33,0
23,3,7,157,1
47,4,10,49,1
105,2,7,22,1
9,3,10,148,1
47,3,10,154,1
9,1,10,106,1
66,3,10,88,1
28,1,9,104,0
66,3,10,154,1
47,1,10,94,1
66,3,10,174,1
57,2,6,25,0
66,1,10,118,1
66,3,10,163,1
75,1,9,113,0
47,3,10,144,1
90,3,5,141,1
63,2,8,13,0
69,3,10,150,1
47,1,10,97,1
42,0,9,79,1
109,1,1,125,1
67,2,10,23,1
47,1,10,130,1
9,3,10,144,1
99,1,5,100,1
66,0,10,70,1
66,1,10,102,1
79,1,3,131,1
66,0,10,75,1
68,3,10,140,1
63,2,8,20,0
66,2,10,28,1
37,2,11,8,0
23,2,7,24,1
40,1,7,123,0
66,3,10,165,1
18,4,6,58,0
58,4,7,56,1
75,0,9,71,1
4,2,6,22,1
38,1,9,108,1
47,2,10,22,1
47,3,10,152,1
63,3,8,158,0
47,1,10,114,1
47,2,10,30,1
72,1,5,103,0
66,3,10,136,1
9,3,10,144,1
42,3,9,91,1
61,2,1,22,1
109,3,1,153,0
62,0,10,69,1
51,2,4,22,1
2,1,10,130,1
9,3,10,154,1
101,2,9,24,0
42,3,9,90,1
47,1,10,99,1
47,1,10,99,1
34,2,9,29,0
66,3,10,144,1
42,2,9,29,1
47,1,10,103,1
47,0,10,61,1
67,3,10,144,1
42,3,9,149,1
42,0,9,61,1
47,1,10,121,1
15,0,0,82,0
47,1,10,110,1
15,1,0,112,1
66,0,10,69,1
47,3,10,146,1
9,1,10,99,1
54,1,1,114,1
8,2,10,2,1
35,2,4,19,0
56,2,11,14,0
66,3,10,179,1
66,3,10,136,1
47,1,10,118,1
9,3,10,144,1
45,1,7,112,1
66,2,10,30,1
22,3,7,154,1
9,1,10,102,1
34,2,9,26,0
91,3,5,144,1
105,2,7,22,1
42,0,9,76,1
66,3,10,161,1
66,2,10,28,1
47,2,10,43,1
62,2,10,11,1
101,1,9,105,0
63,2,8,20,0
2,1,10,130,1
42,0,9,77,1
67,4,10,53,1
42,2,9,28,1
9,3,10,136,1
47,4,10,58,1
91,3,5,85,1
66,3,10,138,1
42,1,9,118,1
47,3,10,91,1
47,3,10,144,1
61,2,1,7,1
47,1,10,121,1
109,3,1,150,1
91,4,5,55,1
47,3,10,146,1
99,0,5,69,1
42,1,9,124,1
9,3,10,164,1
9,0,10,70,1
47,1,10,97,1
28,3,9,178,1
66,2,10,37,1
68,4,10,48,1
42,0,9,66,1
107,3,9,151,1
66,1,10,105,1
2,2,10,13,1
107,0,9,63,1
42,0,9,60,1
47,1,10,100,1
74,1,9,120,0
17,0,9,70,1
56,3,11,172,0
42,1,9,98,1
62,2,10,2,1
42,2,9,72,1
42,1,9,129,1
76,2,10,13,1
35,0,4,68,0
42,2,9,23,1
58,1,7,117,1
67,2,10,31,1
23,1,7,112,1
47,2,10,0,1
91,3,5,154,1
9,0,10,66,1
9,3,10,164,1
22,0,7,65,1
47,3,10,163,1
42,2,9,29,1
101,0,9,77,0
57,1,6,114,0
66,1,10,124,1
66,3,10,147,1
69,4,10,59,1
2,1,10,130,1
33,2,10,9,1
75,0,9,68,1
42,0,9,60,1
66,3,10,147,1
12,3,3,150,0
86,1,5,113,0
47,0,10,76,1
66,1,10,106,1
47,3,10,148,1
62,2,10,28,1
47,1,10,118,1
2,3,10,154,1
42,2,9,10,1
99,1,5,111,1
47,3,10,154,1
47,0,10,65,1
58,0,7,74,1
47,3,10,161,1
107,0,9,65,1
67,1,10,123,1
34,0,9,67,1
47,3,10,87,1
18,3,6,164,0
33,2,2,9,1
66,1,10,129,1
66,0,10,67,1
0,2,9,26,0
66,1,10,119,1
42,2,9,28,1
4,1,6,96,1
74,0,9,76,0
18,0,6,77,1
81,3,4,163,1
66,2,10,31,1
42,0,9,76,1
66,0,10,64,1
69,4,10,56,1
47,1,10,101,1
45,3,7,133,0
74,0,9,65,0
47,3,10,154,1
107,0,9,64,0
47,2,10,22,1
107,1,9,118,1
47,3,10,173,1
66,0,10,66,1
47,1,10,94,1
67,2,10,20,1
47,0,10,70,1
42,2,9,24,1
46,0,10,78,1
60,1,6,109,0
47,1,10,109,1
9,3,10,147,1
109,1,1,112,1
47,3,10,148,1
66,4,10,53,1
35,1,4,99,0
66,3,10,89,1
42,1,9,118,1
67,2,10,31,1
47,3,10,164,1
42,4,9,51,1
2,4,10,48,1
40,1,7,96,1
67,2,10,14,1
47,3,10,136,1
66,3,10,147,1
66,3,10,156,1
42,0,9,76,1
66,2,10,22,1
75,1,9,123,1
62,0,10,67,1
22,1,7,100,1
66,0,10,65,1
63,2,8,20,0
62,2,10,3,1
38,3,9,151,0
42,2,9,10,1
15,3,0,175,1
81,1,4,107,1
42,1,9,105,1
109,1,1,98,1
66,0,10,76,1
60,2,6,22,0
63,2,8,20,0
47,3,10,89,1
2,3,10,169,1
2,1,10,130,1
9,1,10,115,1
42,1,9,129,1
47,1,10,97,1
62,2,10,1,1
9,3,10,92,1
101,1,9,94,0
26,3,10,142,1
9,0,10,62,1
47,4,10,58,1
85,1,1,97,1
47,2,10,10,1
91,0,5,71,1
47,1,10,126,1
39,0,3,61,1
42,0,9,81,1
101,3,9,157,1
47,1,10,115,1
47,1,10,101,1
107,2,9,16,1
9,3,10,144,1
22,0,7,72,1
47,3,10,154,1
47,0,10,75,1
35,2,4,27,0
9,3,10,151,1
47,3,10,150,1
42,1,9,124,1
66,1,10,102,1
9,3,10,144,1
42,1,9,101,1
42,0,9,65,1
59,2,4,22,0
66,1,10,117,1
66,1,10,121,1
39,3,3,150,0
99,0,5,65,1
2,3,10,163,1
47,3,10,171,1
47,0,10,65,1
47,3,10,175,1
9,1,10,100,1
9,3,10,178,1
68,0,10,71,1
9,1,10,125,1
62,3,10,135,1
9,0,10,62,1
42,3,9,92,1
66,2,10,26,1
47,1,10,130,1
66,0,10,67,1
47,2,10,22,1
72,2,5,28,1
47,1,10,110,1
9,3,10,179,1
47,0,10,69,1
47,2,10,4,1
68,3,10,178,1
101,1,9,118,1
76,2,10,19,1
42,1,9,111,1
42,2,9,20,1
42,1,9,127,1
47,0,10,80,1
8,2,10,2,1
42,0,9,65,1
62,0,10,62,1
31,1,3,111,0
9,3,10,89,1
47,0,10,64,1
66,0,10,65,1
5,2,10,9,1
62,1,10,103,1
47,0,10,80,1
66,3,10,177,1
9,1,10,112,1
105,1,7,94,1
45,0,7,76,1
47,1,10,130,1
9,1,10,102,1
47,3,10,165,1
74,0,9,65,1
3,2,1,31,1
47,0,10,72,1
66,2,10,34,1
66,1,10,107,1
62,1,10,129,1
62,2,10,22,1
34,1,9,99,0
66,3,10,141,1
74,1,9,98,0
42,0,9,71,1
42,1,9,105,1
47,1,10,99,1
62,1,10,103,1
71,3,7,147,1
107,1,9,129,1
47,1,10,112,1
66,3,10,178,1
66,0,10,81,1
69,2,10,16,1
47,1,10,115,1
45,2,7,9,1
66,1,10,97,1
42,0,9,68,1
47,0,10,71,1
42,0,9,76,1
42,2,9,27,1
47,1,10,101,1
31,0,3,61,0
9,1,10,130,1
66,3,10,176,1
47,3,10,144,1
42,2,9,23,1
90,2,5,47,1
35,2,4,1,0
47,3,10,144,1
9,4,10,55,1
9,3,10,147,1
66,3,10,174,1
62,2,10,3,1
8,2,10,2,1
47,3,10,88,1
47,2,10,37,1
9,3,10,144,1
47,1,10,105,1
47,3,10,146,1
69,2,10,16,1
15,2,0,26,0
47,3,10,154,1
66,1,10,101,1
9,3,10,144,1
47,3,10,163,1
47,3,10,147,1
39,1,3,101,0
8,2,10,2,1
26,3,10,173,1
31,1,3,101,0
28,3,9,171,1
62,0,10,66,1
61,1,1,117,1
66,1,10,104,1
67,2,10,1,1
66,2,10,26,1
42,0,9,82,1
62,1,10,103,1
66,1,10,108,1
69,2,10,16,1
66,2,10,28,1
85,3,1,173,1
66,1,10,101,1
90,2,5,11,1
99,1,5,99,1
47,1,10,128,1
31,2,3,8,0
47,1,10,118,1
3,3,1,142,1
47,3,10,141,1
47,0,10,70,1
31,0,3,67,1
74,0,9,69,1
57,0,6,64,1
67,1,10,128,1
42,0,9,66,1
42,2,9,31,1
66,2,10,22,1
76,0,10,60,1
66,4,10,56,1
47,0,10,78,1
67,2,10,41,1
66,3,10,173,1
47,1,10,94,1
42,0,9,71,1
81,2,4,25,1
66,2,10,36,1
9,1,10,120,1
23,0,7,71,1
63,2,8,20,0
90,3,5,153,1
47,1,10,130,1
42,1,9,95,1
42,2,9,36,1
47,3,10,145,1
9,3,10,134,1
66,0,10,66,1
66,1,10,94,1
47,0,10,72,1
66,3,10,148,1
15,2,0,43,0
42,1,9,102,1
42,2,9,30,1
40,1,7,107,1
62,3,10,148,1
63,2,8,20,0
66,0,10,66,1
42,3,9,176,1
60,1,6,117,0
2,1,10,130,1
56,2,11,9,0
2,4,10,51,1
101,2,9,36,0
66,0,10,69,1
47,1,10,96,1
42,1,9,124,1
109,1,1,121,0
66,1,10,115,1
101,1,9,108,1
66,1,10,105,1
31,2,3,7,0
63,2,8,20,0
47,3,10,88,1
101,0,9,77,1
46,4,10,48,1
9,1,10,101,1
2,4,10,56,1
66,2,10,26,1
62,1,10,98,1
101,3,9,167,1
2,3,10,140,1
61,1,1,108,1
66,0,10,72,1
66,1,10,101,1
74,0,9,63,1
66,3,10,132,1
47,2,10,22,1
66,1,10,113,1
75,2,9,31,0
66,2,10,26,1
47,1,10,99,1
9,1,10,99,1
42,2,9,72,1
34,1,9,105,0
8,2,10,2,1
33,1,10,103,1
42,0,9,81,1
66,0,10,61,1
23,3,7,144,1
47,1,10,112,1
63,2,8,13,0
47,2,10,16,1
38,1,9,105,0
85,1,1,113,1
62,3,10,88,1
28,3,9,173,0
66,0,10,71,1
18,3,6,140,0
66,4,10,51,1
28,0,9,63,1
23,2,7,13,1
66,2,10,0,1
47,3,10,133,1
66,0,10,66,1
47,3,10,88,1
62,2,10,1,1
47,2,10,39,1
66,2,10,1,1
47,3,10,176,1
66,1,10,94,1
66,2,10,23,1
2,1,10,110,1
78,3,3,164,0
47,1,10,115,1
47,1,10,125,1
46,1,10,115,1
42,0,9,64,1
23,1,7,103,1
66,3,10,135,1
42,0,9,67,1
47,3,10,151,1
9,1,10,104,1
67,2,10,14,1
47,0,10,61,1
59,1,4,94,0
66,3,10,147,1
40,4,10,59,1
47,3,10,151,1
39,1,3,96,0
85,3,1,166,1
62,1,10,103,1
58,3,7,150,1
101,1,9,123,0
9,3,10,144,1
66,1,10,100,1
62,2,10,30,1
75,2,9,31,0
47,0,10,68,1
66,1,10,120,1
9,3,10,173,1
9,1,10,127,1
3,3,1,142,1
9,1,10,100,1
47,1,10,115,1
47,2,10,20,1
2,3,10,159,1
47,0,10,81,1
62,1,10,103,1
9,3,10,152,1
33,2,10,25,1
47,0,10,76,1
46,1,10,106,1
47,0,10,61,1
42,2,9,72,1
99,1,5,127,1
66,0,10,68,1
42,1,9,111,1
9,1,10,115,1
47,1,10,128,1
42,2,9,29,1
74,3,9,173,0
2,3,10,152,1
60,2,6,9,0
107,0,9,66,1
61,1,1,117,1
8,2,10,2,1
62,2,10,13,1
63,2,8,46,0
9,2,10,27,1
9,1,10,130,1
63,2,8,13,0
22,1,7,102,1
42,2,9,29,1
66,2,10,9,1
5,3,10,150,1
81,2,4,29,0
42,2,9,28,1
72,1,5,111,0
42,1,9,101,1
62,1,10,112,1
9,1,10,96,1
47,1,10,115,1
17,0,9,78,1
66,3,10,174,1
68,1,10,99,1
47,2,10,29,1
2,3,10,161,1
40,1,7,123,1
66,0,10,68,1
3,4,1,58,1
105,2,7,45,1
58,2,7,12,0
35,1,4,94,0
40,1,7,96,0
66,3,10,144,1
35,1,4,95,0
90,0,5,62,1
3,3,1,142,1
68,2,10,11,1
47,3,10,148,1
66,3,10,133,1
91,1,5,114,0
42,1,9,118,1
42,2,9,28,1
47,3,10,140,1
62,2,10,7,1
42,0,9,79,1
47,1,10,96,1
90,1,5,116,0
12,3,3,136,1
42,1,9,112,1
60,3,6,156,0
47,1,10,115,1
66,1,10,121,1
40,1,7,96,0
66,2,10,23,1
9,1,10,130,1
66,0,10,65,1
66,2,10,2,1
63,2,8,13,0
47,1,10,125,1
47,3,10,175,1
67,2,10,16,1
28,0,9,68,1
37,2,11,13,0
85,0,1,75,1
47,0,10,72,1
2,3,10,141,1
66,0,10,65,1
47,3,10,141,1
2,1,10,130,1
66,1,10,112,1
40,1,7,114,1
9,0,10,76,1
47,1,10,96,1
47,1,10,121,1
9,4,10,53,1
66,2,10,29,1
58,1,7,114,1
9,1,10,129,1
35,3,4,137,0
101,2,9,21,0
42,2,9,28,1
42,3,9,148,1
47,3,10,165,1
66,1,10,128,1
47,3,10,175,1
42,2,9,33,1
47,3,10,153,1
66,4,10,53,1
24,1,10,102,1
66,1,10,131,1
9,1,10,108,1
101,1,9,114,0
9,3,10,141,1
45,3,7,173,1
9,1,10,96,1
2,2,10,22,1
47,0,10,74,1
63,2,8,20,0
107,2,9,22,0
2,4,10,51,1
66,3,10,164,1
45,0,7,70,1
61,1,1,101,1
69,2,10,28,1
68,2,10,7,1
9,4,10,59,1
74,0,9,71,0
17,2,9,7,0
66,2,10,21,1
63,2,8,13,0
42,3,9,154,1
8,2,10,2,1
47,3,10,88,1
42,1,9,110,1
47,3,10,135,1
9,0,10,68,1
40,1,7,96,0
66,0,10,81,1
83,1,9,109,0
42,3,9,139,1
67,1,10,128,1
66,0,10,65,1
46,3,10,175,1
63,2,8,20,0
42,2,9,30,1
66,0,10,65,1
42,2,9,37,1
66,2,10,29,1
47,2,10,20,1
66,2,10,2,1
61,2,1,8,1
67,2,10,27,1
66,3,10,176,1
76,4,10,56,1
47,3,10,176,1
47,0,10,64,1
47,0,10,62,1
47,3,10,136,1
42,3,9,176,1
66,3,10,140,1
47,2,10,28,1
66,2,10,28,1
67,1,10,99,1
42,0,9,63,1
62,2,10,3,1
66,2,10,23,1
47,3,10,135,1
9,4,10,52,1
42,2,9,26,1
42,1,9,106,1
9,1,10,121,1
42,1,9,117,1
9,3,10,147,1
36,2,4,1,1
47,3,10,141,1
67,3,10,147,1
42,2,9,37,1
66,3,10,178,1
81,2,4,32,1
47,2,10,27,1
57,0,6,64,0
66,2,10,3,1
9,3,10,164,1
45,3,7,177,1
81,2,4,25,1
66,0,10,69,1
42,0,9,66,1
46,1,10,121,1
75,2,9,26,0
107,1,9,103,0
9,0,10,70,1
47,2,10,16,1
23,3,7,151,1
101,0,9,77,0
45,0,7,61,1
66,1,10,99,1
63,2,8,20,0
47,3,10,144,1
66,3,10,174,1
42,3,9,147,1
75,2,9,26,0
47,3,10,151,1
66,1,10,106,1
66,1,10,104,1
42,0,9,66,1
66,2,10,29,1
47,1,10,119,1
42,0,9,72,1
101,4,9,55,0
42,2,9,28,1
66,1,10,117,1
60,0,6,77,0
9,1,10,121,1
66,3,10,134,1
47,3,10,164,1
9,1,10,119,1
9,3,10,170,1
47,1,10,115,1
42,1,9,110,1
66,3,10,133,1
66,0,10,68,1
32,1,3,96,0
57,1,6,105,0
17,2,9,24,0
47,1,10,120,1
26,3,10,142,1
42,2,9,28,1
18,3,6,141,0
9,3,10,133,1
39,0,3,66,0
9,0,10,67,1
47,1,10,106,1
63,2,8,46,0
9,3,10,148,1
61,1,1,104,1
9,1,10,99,1
9,3,10,141,1
66,1,10,110,1
105,1,7,94,1
2,3,10,176,1
2,1,10,120,1
2,1,10,120,1
42,2,9,30,1
82,3,6,140,0
66,1,10,113,1
63,2,8,20,0
62,1,10,95,1
47,3,10,148,1
105,2,7,22,1
42,3,9,181,1
26,3,10,173,1
67,2,10,36,1
9,1,10,105,1
47,3,10,140,1
66,1,10,119,1
66,2,10,0,1
66,3,10,152,1
40,1,7,110,1
47,1,10,112,1
67,0,10,61,1
47,3,10,152,1
63,2,8,20,0
69,2,10,26,1
63,3,8,158,0
47,3,10,152,1
63,2,8,43,0
47,1,10,100,1
62,1,10,114,1
96,2,11,42,0
42,0,9,82,1
101,0,9,63,0
42,0,9,81,1
109,0,1,75,1
47,3,10,181,1
47,2,10,46,1
92,3,5,181,1
42,0,9,76,1
42,1,9,118,1
66,1,10,124,1
42,0,9,72,1
9,1,10,95,1
42,3,9,181,1
47,3,10,140,1
47,1,10,118,1
66,1,10,118,1
67,2,10,23,1
26,2,10,9,1
47,1,10,123,1
59,2,4,22,0
68,1,10,103,1
75,1,9,124,0
90,4,5,59,1
31,2,3,13,0
67,2,10,30,1
66,0,10,69,1
109,1,1,119,1
68,3,10,176,1
2,1,10,130,1
47,2,10,33,1
47,1,10,99,1
42,0,9,81,1
66,0,10,70,1
62,2,10,24,1
47,3,10,147,1
42,2,9,29,1
9,1,10,96,1
42,0,9,77,1
47,1,10,125,1
42,3,9,151,1
47,1,10,115,1
12,1,3,110,0
23,4,7,59,1
42,0,9,72,1
17,1,9,98,1
42,0,9,69,1
47,3,10,154,1
86,3,5,154,0
54,0,1,77,1
67,2,10,32,1
38,0,9,71,0
22,3,7,176,1
67,1,10,110,1
66,1,10,104,1
12,3,3,163,0
9,1,10,96,1
47,3,10,132,1
9,1,10,125,1
42,0,9,61,1
20,3,7,166,1
9,3,10,149,1
66,3,10,177,1
66,3,10,178,1
47,3,10,87,1
47,1,10,118,1
23,0,7,70,1
47,1,10,112,1
62,3,10,150,1
42,3,9,181,1
40,3,10,148,1
66,4,10,53,1
42,0,9,70,1
9,1,10,115,1
2,3,10,140,1
9,3,10,133,1
101,1,9,98,1
109,3,1,165,1
4,2,6,1,1
42,1,9,104,1
66,3,10,136,1
66,3,10,163,1
66,1,10,120,1
40,1,7,123,0
45,1,7,95,1
3,2,1,16,1
66,1,10,104,1
23,4,7,59,1
42,0,9,66,1
47,1,10,121,1
63,2,8,13,0
66,0,10,61,1
8,2,10,2,1
42,0,9,71,1
47,3,10,177,1
63,2,8,46,0
66,0,10,70,1
47,1,10,94,1
47,1,10,123,1
66,0,10,81,1
9,0,10,61,1
67,1,10,129,1
42,1,9,129,1
109,3,1,173,1
75,2,9,22,0
61,2,1,29,0
66,0,10,81,1
42,3,9,161,1
42,0,9,62,1
8,2,10,2,1
9,3,10,144,1
81,2,4,20,1
9,3,10,132,1
9,0,10,78,1
9,1,10,105,1
47,1,10,101,1
42,2,9,21,1
9,1,10,112,1
45,1,7,124,1
66,3,10,150,1
63,2,8,20,0
47,1,10,109,1
66,3,10,87,1
3,1,1,129,0
58,3,7,176,0
47,1,10,130,1
54,1,1,108,1
47,1,10,94,1
23,2,7,24,1
107,2,9,27,0
47,3,10,163,1
47,3,10,136,1
68,0,10,65,1
66,1,10,117,1
71,1,7,126,1
12,1,3,106,0
47,3,10,165,1
47,2,10,47,1
42,2,9,27,1
42,3,9,150,1
9,1,10,95,1
47,0,10,77,1
62,3,10,151,1
61,1,1,128,1
47,3,10,176,1
62,1,10,107,1
66,1,10,99,1
63,2,8,13,0
47,1,10,106,1
62,1,10,120,1
47,3,10,163,1
47,3,10,91,1
83,1,9,113,0
47,3,10,147,1
61,3,1,92,0
47,1,10,101,1
66,0,10,64,1
66,1,10,104,1
12,0,3,77,0
62,2,10,7,1
47,1,10,111,1
67,1,10,106,1
67,2,10,27,1
47,3,10,163,1
0,0,9,65,0
66,2,10,23,1
90,4,5,55,1
9,1,10,97,1
3,2,1,23,1
47,2,10,36,1
66,2,10,7,1
42,2,9,30,1
42,2,9,1,1
66,0,10,65,1
47,1,10,123,1
12,3,3,170,0
17,1,9,103,0
66,1,10,94,1
63,2,8,13,0
63,2,8,20,0
60,3,6,87,0
47,3,10,148,1
42,2,9,37,1
67,1,10,118,1
